,title,company,location,salary,summary
48,Design Technologist - SMB,Indeed,"Seattle, WA",,Design Technologists build experiments through the creation of tooling and code; identify and refine design concepts through technical and creative insight;…
49,newMarketing Technologist-Events,Microsoft,"Redmond, WA 98052 (Overlake area)+1 location",,"Helping to ramp up, train, support and mentor marketing technologists around the company.Microsoft’s Global Demand Center (GDC) is responsible for driving…"
50,"Design Technologist, UX, Shopping Design",Amazon.com Services LLC,"Seattle, WA+13 locations",,Evaluate and document any new creative and/or engineering standards or patterns that could arise from your work.Experience with retail and e-commerce design.
51,Senior Design Technologist,Zonar Systems,"Seattle, WA 98188",,Build a scaleable code-based design system and pattern library that has UX intention baked directly into it in the form of component granularity and code…
52,"Sr. Product Manager - Tech, Video Advertising Supply team",Amazon Advertising LLC,"Seattle, WA",,We’re also looking for a technologist who is passionate about learning and identifying technical capabilities that enable the team to build systems for the long…
53,Sr. Design Technologist,eBay Inc.,"Bellevue, WA (Downtown area)",,"Qualifications6+ years of experience working as front-end developer, design technologist or similar role.In this position, you’ll have a significant impact on…"
54,Design Technologist - SMB,Indeed,"Seattle, WA",,Design Technologists build experiments through the creation of tooling and code; identify and refine design concepts through technical and creative insight;…
55,newMarketing Technologist-Events,Microsoft,"Redmond, WA 98052 (Overlake area)+1 location",,"Helping to ramp up, train, support and mentor marketing technologists around the company.Microsoft’s Global Demand Center (GDC) is responsible for driving…"
56,"Design Technologist, UX, Shopping Design",Amazon.com Services LLC,"Seattle, WA+13 locations",,Evaluate and document any new creative and/or engineering standards or patterns that could arise from your work.Experience with retail and e-commerce design.
57,Senior Design Technologist,Zonar Systems,"Seattle, WA 98188",,Build a scaleable code-based design system and pattern library that has UX intention baked directly into it in the form of component granularity and code…
58,Sr. Design Technologist,eBay Inc.,"Bellevue, WA (Downtown area)",,"Qualifications6+ years of experience working as front-end developer, design technologist or similar role.In this position, you’ll have a significant impact on…"
59,"Sr. Product Manager - Tech, Video Advertising Supply team",Amazon Advertising LLC,"Seattle, WA",,We’re also looking for a technologist who is passionate about learning and identifying technical capabilities that enable the team to build systems for the long…
60,Design Technologist - SMB,Indeed,"Seattle, WA",,Design Technologists build experiments through the creation of tooling and code; identify and refine design concepts through technical and creative insight;…
