,title,company,location,salary,summary
40,Creative Technologist - Digital Experience Design - Senior,,"New York, NY 10020 (Midtown area)",,"Exceptional critical thinking and creative problem-solving skills.Collaborate with clients, design teams and other technologists on projects across multiple…"
41,Capgemini Invent- Design Technologist II,,"New York, NY",,"As a Design Technologist, you’ll use the latest tools and techniques to take projects from idea to reality.Worked on 1+ production applications using a major…"
42,Senior Design Technologist,,"New York, NY+1 location",,"As a Senior Design Technologist, you'll use the latest tools and techniques to take projects from idea to reality."
43,Senior Design Technologist (Front End Developer),,"New York, NY",,"As a Senior Design Technologist focusing on Front End Development, you'll use the latest tools and techniques to take projects from idea to reality."
44,Senior Design Technologist (Full Stack Developer),,"New York, NY",,"As a Senior Design Technologist focusing on Full Stack Development, you'll use the latest tools and techniques to take projects from idea to reality."
45,"Design Technologist/Senior Design Technologist, Design Syste...",,"Remote in New York, NY 10007",,You will help level up the way designers and engineers work together and help evolve our Design System into a core part of our software toolkit.
46,"Design Technologist (STEM, Maker Education)",,"New York, NY 10018 (Garment District area)",,"Imagine - you can design a dream STEM project that a group of 5-7yo children can work on for a week.In collaboration with our curriculum team, you will utilize…"
47,"CIB - Sr. UI Developer / Creative Technologist, Associate",,"New York, NY",,"The Creative Technologist develops and refines tools essential to product development, design systems, communication and application development."
48,Senior Creative Technologist,,"New York, NY",,"Builds strong relationships with creatives for collaboration on creative ideas.Plays a key role in evolving the agency creative vision, creating prototypes to…"
49,Creative Technologist,,"New York, NY 10019 (Midtown area)",,"We create, package and sell products with cutting-edge technology and proprietary platforms.Prototype and develop bespoke interactive stories—collaborating…"
50,"Creative Technologist, Creative Shop Labs",,"New York, NY",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
51,Web Design Technologist,,"New York, NY",,Location: Flexible (ET operating hours)*.Storytelling and visual design are your hallmark strengths and you are an expert user of design software (ideally…
52,Design Technologist,,"New York, NY",,"As a member of RISIRISA’s design team, you will be joining an interdisciplinary group of scientists, mathematicians, designers, and engineers that work with…"
53,Sr. Design Technologist (Interaction/AppFlow),,"New York, NY+4 locations",,"5+ years of experience as a front-end technologist, engineer, or UX prototyper.Bachelor's degree in design, human-computer interaction (HCI), design, or…"
54,Creative Product Technologist,,"New York, NY",,"The ideal candidate will be comfortable in a hybrid position, spending their time developing new rich media advertising formats and dynamic creative solutions…"
55,Creative Technologist - Digital Experience Design - Senior,,"New York, NY 10020 (Midtown area)",,"Exceptional critical thinking and creative problem-solving skills.Collaborate with clients, design teams and other technologists on projects across multiple…"
56,Capgemini Invent- Design Technologist II,,"New York, NY",,"As a Design Technologist, you’ll use the latest tools and techniques to take projects from idea to reality.Worked on 1+ production applications using a major…"
57,Senior Design Technologist,,"New York, NY+1 location",,"As a Senior Design Technologist, you'll use the latest tools and techniques to take projects from idea to reality."
58,Senior Design Technologist (Front End Developer),,"New York, NY",,"As a Senior Design Technologist focusing on Front End Development, you'll use the latest tools and techniques to take projects from idea to reality."
59,Senior Design Technologist (Full Stack Developer),,"New York, NY",,"As a Senior Design Technologist focusing on Full Stack Development, you'll use the latest tools and techniques to take projects from idea to reality."
60,"Design Technologist/Senior Design Technologist, Design Syste...",,"Remote in New York, NY 10007",,You will help level up the way designers and engineers work together and help evolve our Design System into a core part of our software toolkit.
61,"Design Technologist (STEM, Maker Education)",,"New York, NY 10018 (Garment District area)",,"Imagine - you can design a dream STEM project that a group of 5-7yo children can work on for a week.In collaboration with our curriculum team, you will utilize…"
62,"CIB - Sr. UI Developer / Creative Technologist, Associate",,"New York, NY",,"The Creative Technologist develops and refines tools essential to product development, design systems, communication and application development."
63,Senior Creative Technologist,,"New York, NY",,"Builds strong relationships with creatives for collaboration on creative ideas.Plays a key role in evolving the agency creative vision, creating prototypes to…"
64,Creative Technologist,,"New York, NY 10019 (Midtown area)",,"We create, package and sell products with cutting-edge technology and proprietary platforms.Prototype and develop bespoke interactive stories—collaborating…"
65,"Creative Technologist, Creative Shop Labs",,"New York, NY",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
66,Web Design Technologist,,"New York, NY",,Location: Flexible (ET operating hours)*.Storytelling and visual design are your hallmark strengths and you are an expert user of design software (ideally…
67,Design Technologist,,"New York, NY",,"As a member of RISIRISA’s design team, you will be joining an interdisciplinary group of scientists, mathematicians, designers, and engineers that work with…"
