,title,company,location,salary,summary
136,"Senior UX Designer, Fulfillment - Remote",,"Remote in Chicago, IL+1 location",,"5+ years’ experience in UX design (information architecture, interaction design and visual design).Lead design solutions in your space."
137,"Patient Educator (Traveling ""Jump Team"") - Contract-to-Hire",,"Chicago, IL",,"Ability to work well with a diverse team of clinicians, researchers and coordinators.This person will interact with patients, discuss treatment options, and…"
138,Senior Data Scientist,,"Remote in Chicago, IL 60606",,"Develop state-of-the-art methodologies for research problems that have high business impact, including areas of statistical and causal inference, econometrics,…"
139,Threat Researcher - Offensive R&D - Opportunity for Working...,,"Remote in Chicago, IL",,"Ability to design and perform attack scenarios to evaluate product efficacy.VMware Carbon Black, the leader in advanced threat protection, is seeking a Threat…"
140,Senior/Lead Data Scientist,,"Chicago, IL 60654 (River North area)",,"Expert in end to end data development, including data model design, quality review, deployment and maintenance.Experience in time series forecasting methods."
141,Senior Communications Manager,,"Remote in Chicago, IL",,"Work closely with our Director of Product Marketing and design team to write customer marketing collateral in order to improve client retention and activity,…"
142,Human Resources Business Partner,,"Chicago, IL 60601 (Loop area)",,"Working knowledge of multiple human resource disciplines including benefits, compensation, organizational design, employee relations, performance management,…"
143,"Professor (Open Rank) -Teaching, Learning and Equity",,"Chicago, IL 60603 (The Loop area)",,"Such leaders can function effectively as practitioners, academic scholars, researchers, community activists or policy makers."
144,newSr Research Services Manager - Remote,,"Remote in Chicago, IL",,Implementation of multiple study designs and study protocol template approaches.Veradigm Life Sciences is current looking for a Senior Manager in Research…
145,"VP, Consulting",,"Chicago, IL",,Financial acumen – designs the framework for financial modelling and translates the data analyzed into a story.
146,"Software Engineer, Futures Trading Desk",,"Chicago, IL",,"Work directly with traders, developers and researchers in a tight knit team to develop things like low latency trading infrastructure, tools, web UI, and…"
147,Research Scientist - Health Care Research,,"Remote in Chicago, IL",,NORC recognizes that talented and skilled researchers live throughout the U.S. and actively supports remote work arrangements.
148,"Product Manager - Buy Now, Pay Later - Card Mainstreet",,"Chicago, IL (The Loop area)",,"You’ll collaborate with tech teams to build comprehensive acceptance criteria, identifying and elevating any need for additional research to define future…"
149,newWeb Fullstack Software Engineer,,"Chicago, IL",,"Knowledge of design team techniques and tools such as Sketch, Figma and others.These professionals are responsible for delivering unique and innovative designs…"
