,title,company,location,salary,summary
140,Container and Virtual Network Systems Administrator,,"Hybrid remote in Washington, DC",,Ensure performance and availability of the AI testbed infrastructure for multiple simultaneous researchers.Position is telework eligible for part of the work…
141,"Assistant Director, Federal Relations",,"Washington, DC",,"Monitors and tracks federal legislation, appropriations and policies impactful to UA, designs, recommends and coordinates an effective response."
142,Senior Research Advisor,,"Washington, DC 20036 (Downtown area)",,"Proven experience in successfully building capacity of and mentoring researchers.Demonstrated ability to design, analyze, disseminate, and manage qualitative…"
143,Senior Software Engineer - Drupal,,"Remote in Washington, DC",,Bring expertise in design patterns and industry best-practices to the design and building of software.Participate in the design and evolution of the existing…
144,"Technical Program Manager - Facebook App, Privacy",,"Washington, DC",,"Experience applying user and influencer insight (analytics, research, experience design) to product/solution management & design within context defined above."
145,"Senior Policy Analyst, Economic Policy Project",,"Washington, DC",,"Ability to design and conduct quantitative analysis to examine the efficiency of existing and/or recommended policy solutions, developing written analysis and…"
146,Senior Experience Designer,,"Washington, DC",,Facilitate design workshops with stakeholders.Creating sitemaps and interaction design.User research and design for iterative testing.
147,"Associate Director, Research Growth Strategy",,"Washington, DC 20036 (Downtown area)",,"Market-sizing, testing calls and product design analysis for new product launches.You will interact closely with colleagues in sales, marketing and account…"
148,Application Architect Manager,,"Washington, DC",,"5+ years of architecture, design, implementation, and/or support of cloud technologies and platforms.The Application Architect will interact regularly with our…"
149,Threat Engineer – Threat Analysis Unit - Opportunity for Wor...,,"Remote in Washington, DC",,"Engage in and refine the entire lifecycle for services (both internal and external) —from inception and design, through deployment, operation and optimization."
