,title,company,location,salary,summary
0,Senior Design Technologist,Zonar Systems,"Seattle, WA 98188",,"You have advanced knowledge of one or more digital delivery mediums but also a strong basis in UX, visual, and motion design."
1,"Design Technologist, UX, Shopping Design",Amazon.com Services LLC,"Seattle, WA+12 locations",,We’re also the team that defines the UX guidelines and design language (codified in our shopping design system) that enables teams across Amazon to design on…
2,Sr. Design Technologist,eBay Inc.,"Bellevue, WA (Downtown area)",,"Qualifications6+ years of experience working as front-end developer, design technologist or similar role.Develop custom tools and automations to help expedite…"
3,Design Technologist - SMB,Indeed,"Seattle, WA",,"Working with and managing design systems.5+ years coding in a design-heavy environment, either as a member of the design team or a Front-end Engineer working…"
4,Senior Design Technologist,Zonar Systems,"Seattle, WA 98188",,"You have advanced knowledge of one or more digital delivery mediums but also a strong basis in UX, visual, and motion design."
5,"Design Technologist, UX, Shopping Design",Amazon.com Services LLC,"Seattle, WA+13 locations",,We’re also the team that defines the UX guidelines and design language (codified in our shopping design system) that enables teams across Amazon to design on…
6,Sr. Design Technologist,eBay Inc.,"Bellevue, WA (Downtown area)",,"Qualifications6+ years of experience working as front-end developer, design technologist or similar role.Develop custom tools and automations to help expedite…"
7,Design Technologist - SMB,Indeed,"Seattle, WA",,"Working with and managing design systems.5+ years coding in a design-heavy environment, either as a member of the design team or a Front-end Engineer working…"
