,title,company,location,salary,summary
98,"Producing Artistic Director, Chautauqua Theater Company",Chautauqua Institution,"Chautauqua, NY 14722",,"5 year(s): Experience in professional theater, with a demonstrated track record of shepherding artistic processes and giving platforms to other artists."
99,Ad Sales Systems Specialist,Spotify,"New York, NY",,Gather business requirements for improvement projects and synthesize them into technical specifications for Engineering to build.
100,Technical Project Manager,Whole Latte Love,"Rochester, NY",,Work experience in a technical position working in collaboration with software engineers and artists/designers.Engage the project teams to achieve goals.
101,"Senior HR Specialist, Freemium Mission",Spotify,"New York, NY",,"Provide HR support for a global technical organization, acting as the first point of contact for employees and managers.Partner with HR Business Partners."
102,"Sr. Motion Designer, Device Brand Studio",Amazon.com Services LLC,"New York, NY",,"Ability to mentor and teach younger artists, as well as help refine techniques and processes.Well-versed with technical terms, technologies, and hardware…"
103,"newSales Systems Trainer, Spotify Ad Sales",Spotify,"Remote in New York, NY",,"Excellent technical skills with systems where you have experience, and a demonstrated ability to quickly learn new technologies."
104,Assistant Technical Director,School of Visual Arts,"New York, NY 10010 (Gramercy area)",,"The second of two Assistant Technical Directors will oversee and execute the technical requirements for all events in the SVA Theatre including, but not limited…"
105,Graphic Designer - Contract,Live Nation,"New York, NY",,Understanding of technical aspects of production design and asset delivery.Driven by the power of good design – you have a strong grasp of creative trends…
106,"Web Engineer, Personalization",Spotify,"Remote in New York, NY+3 locations",,"Collaborate and pair program in a cross-functional team, where the focus is on the frontend, but some backend and data work should be expected."
107,"Producer, Fight Nation - Part Time",SiriusXM,"New York, NY 10017 (Midtown area)+2 locations",,"Exercises both creative abilities and technical skills.Comfortable working with talent, artists and high profile individuals."
108,"Senior Product Manager, Cost Engineering & Insights",Spotify,"Remote in New York, NY",,"Ensure that your team is constantly doing the right things, and has a healthy balance of innovation, reducing technical debt and providing maintenance and…"
109,Associate Camera Designer,Blizzard Entertainment,"Albany, NY 12205",,Assist with technical implementation of cutscenes and real-time cinematic content.Share knowledge and collaborate with technical Leads to improve the quality…
110,"Ad Ops Lead, Afterpay Ads",Square,"New York, NY",,"Afterpay is completely free for customers who pay on time – helping people spend responsibly without incurring interest, fees or extended debt."
111,Power 105.1 Music Director/On Air,"iHeartMedia, Inc.","New York, NY 10016 (Murray Hill area)",,Checks studio equipment for proper functioning and notifies Engineering of technical malfunctions affecting quality of the broadcast.
112,"newData Scientist, Content Analytics, Programming & Editorial",Spotify,"Remote in New York, NY",,"Communicate data-driven insights and recommendations to non-technical audiences, through clear visualizations and data storytelling."
113,"Backend/Data Engineer, Creator Studio",Spotify,"Remote in New York, NY",,An expert technical leader who’s capable of directing a team through sophisticated Discovery and Delivery phases.
114,Product Concept Designer,APPARATUS,"New York, NY 10001 (Chelsea area)",,"Extensive reference knowledge of design movements, artists and designers.Learn and implement specific technical parameters during the 2D and 3D design…"
115,Distribution Operations Specialist,UnitedMasters,"Brooklyn, NY",,"Utilize in-house and third party tools to efficiently resolve technical issues.Provide superlative support to artists, handling a significant volume of…"
116,Restorative Justice Manager (Full Time),S.O.U.L Sisters Leadership Collective,"New York, NY",,"Train new NYC-based interns and fellows, teaching artists, healing artists, keepers, facilitators and other practitioners on an introduction to restorative…"
117,Zendesk Administrator,TIDAL,"New York, NY",,The role is highly technical and requires a natural niche for driving solutions.You will collaborate to evaluate requirements and priorities to translate…
118,"newBackend Engineer, Spotify for Artists, Growth",Spotify,"Remote in New York, NY+12 locations",,Coordinate technical projects across multiple teams within Spotify.Author and circulate technical RFCs to document approaches.
119,newComputer Graphic Supervisor,Nickelodeon,"New York, NY 10036",,Experience in asset creation and technical direction of animation pipelines for Unity interactive development.Experienced in Toon Boom Harmony a plus.
120,Restorative Justice Manager (Full Time),S.O.U.L Sisters Leadership Collective,"New York, NY",,"Train new NYC-based interns and fellows, teaching artists, healing artists, keepers, facilitators and other practitioners on an introduction to restorative…"
121,Zendesk Administrator,TIDAL,"New York, NY",,The role is highly technical and requires a natural niche for driving solutions.You will collaborate to evaluate requirements and priorities to translate…
122,"newBackend Engineer, Spotify for Artists, Growth",Spotify,"Remote in New York, NY+20 locations",,Coordinate technical projects across multiple teams within Spotify.Author and circulate technical RFCs to document approaches.
123,newComputer Graphic Supervisor,Nickelodeon,"New York, NY 10036",,Experience in asset creation and technical direction of animation pipelines for Unity interactive development.Experienced in Toon Boom Harmony a plus.
124,"newExperiential, Senior Producer (Live events/Agency background...",MKG Productions,"New York, NY 10012 (SoHo area)",,"Has experience working with technical vendors, fabricators, specialists, and artists throughout the country.Lead and manage large and complex projects, teams,…"
125,Creative Director (Autodesk Flame),Company3/Method Studios,"New York, NY",,Great presentation skills and ability to work collaboratively with pipeline and technical teams in a fast-paced environment.
126,Production Manager,Long Island University,"Brookville, NY 11548",,"Minimum 5 - 7 years’ experience working in technical theater.Excellent interpersonal skills; must work well with students, administrators, artists."
127,"Manager, Technical Accounting, Labels and Podcasts",Spotify,"Hybrid remote in New York, NY",,Candidate must have a strong knowledge of IFRS or US GAAP and SEC reporting and can apply extensive know-how of technical accounting and financial reporting…
128,"Software Engineer, Tools - Diablo",Blizzard Entertainment,"Albany, NY 12205",,"Support the project by answering users’ questions, fixing bugs, and collaborating with leadership to put the focus where it’s needed most."
129,"Associate Product Marketing Manager Ad Platform, API",Spotify,"Remote in New York, NY+1 location",,"You can explain the value of highly technical concepts in human, relatable, compelling language.Work with Product teams to define product strategy, collect…"
130,Creative Production Lead (Temporary),sgsco,"New York, NY 10017 (Midtown area)+1 location",,Participate in pre-production calls to provide production specific input regarding technical artwork setup.Develop strong understanding and ownership of brand…
131,"newSenior Product Manager, ML Feature Store",Spotify,"Remote in New York, NY+4 locations",,You have a technical background or gravitate towards problems that are technical in natureYou are a great teammate with a proven track record to work cross…
132,"Data Scientist, Square for Retail",Square,"New York, NY",,"Experience working with technical and non-technical partners, including creatives and product marketing managers.Python (pandas, scikit-learn, etc.)."
133,"Senior SRE II, Search Platform Team",Etsy,"Remote in Brooklyn, NY 11201",,"Work cross-functionally with various platform teams, ML teams and product partners to build the next generation of our high availability search platform in the…"
134,3D Tech Artist / Tools & Pipeline,Amazon.com Services LLC,"New York, NY",,The technical artist may be responsible for training artists in new production techniques and must ensure that those methods are scalable and compatible with…
135,newSystems Engineer,Company3/Method Studios,"Remote in New York, NY+1 location",,"Maintain licenses for software packages, such as the Adobe Creative Cloud, ensuring artists are able to access the necessary software."
136,"Engineering Manager, Self Serve Ad Studio",Spotify,"Remote in New York, NY+1 location",,"Grow the technical expertise of your team around quality, scalability, performance, and fault tolerance using state of the art tools."
137,"Senior Web Engineer, Freemium",Spotify,"Remote in New York, NY",,"The Freemium R&D team oversees the entire user journey on Spotify and ensures we engage with people in innovative ways, every step of the way."
138,Senior FX Artist,Company3/Method Studios,"New York, NY",,"That meet all technical and aesthetic standards for the project.You are proficient in shading and rendering techniques, ideally using both Mantra and Renderman…"
139,Analytics Engineer,Eko,"New York, NY",,"Be a go-to expert for complex technical analytics support.Build scalable data models, processes and tools atop our vast 1st & 3rd party data sources to enable…"
140,Associate – Brand Protection,Vivaldi Partners Group,"New York, NY",,"Provide research and analytical support on marketing, branding, and industry-specific analyses (e.g. market sizing, competitive analysis, ethnographic research …"
141,Sr. Administrative Specialist,New York Institute of Technology,"Hybrid remote in Old Westbury, NY 11568",,"This includes, but is not limited to: the ability to communicate effectively with people at varying levels of technical fluency."
142,"Software Engineer, Indexing",Etsy,"Remote in Brooklyn, NY 11201+1 location",,"Have experience working in information retrieval technologies, ingest pipelines, and indexing/serving layers.Experience with Information Retrieval technologies…"
143,"Group Product Manager, Security",Spotify,"Remote in New York, NY",,"You have a strong technical background and wide knowledge of cyber security offerings, with several years of experience leading successful product organizations…"
144,"Digital Strategy Associate, Transformation",Adobe,"New York, NY",,You will also partner with our technical teams to ensure a compelling vision and aspirational customer journey comes alive through technology demonstrations.
145,"RDDC NA VM Graphic Production, Associate",The Estée Lauder Companies,"New York, NY",,The NA brand aligned Graphic Production Artist role is to create artwork and mechanicals for NA Merchandising and Specialty Multi Channel.
146,"Full Stack Web Engineer, Platform",Spotify,"Remote in New York, NY+3 locations",,This team unlocks the collective potential by providing data and tools that identify technical skill gaps and facilitate connections between people to fill them…
147,Community Arts Manager,GODDARD RIVERSIDE COMMUNITY CENTER,"New York, NY 10024 (Upper West Side area)",,"Supervise Community Arts Associate, consultants, teaching artists and venue managers.The person holding this position must be able to work well with emerging…"
148,Senior Designer - CTV,VEVO,"Hybrid remote in New York, NY",,"Being a resource to junior designers within the team, helping with direction and technical assistance.Vevo is available on YouTube, Samsung, Samsung TV Plus,…"
149,Product Manager,Live Nation,"New York, NY",,"This person will define the strategy, identify gaps and ensure all relevant Ticketmaster/Live Nation operational and data capabilities are contributing to the…"
